id_venda;id_pedido;data_venda;id_cliente;id_produto;quantidade;preco_tabela_brl;desconto_pct;preco_unitario_brl;valor_bruto_brl;valor_desconto_brl;valor_liquido_brl;custo_total_brl;canal_venda;forma_pagamento
223;100062;03/05/2023;135;11;4;2101,99;5,98;1976,34;8407,96;502,61;7905,35;5369,81;Televendas;Boleto 30
224;100062;2023-05-03;135;31;12;604,39;10,15;543,03;7252,68;736,38;6516,30;3639,39;Televendas;Boleto 30
225;100062;03/05/2023;135;37;4;1133,17;8,93;1031,97;4532,68;404,80;4127,88;2358,75;Televendas;Boleto 30
226;100062;03/05/2023;135;3;12;143,04;10,59;127,89;1716,48;181,78;1534,70;927,60;Televendas;Boleto 30
227;100062;03/05/2023;135;8;4;323,11;9,36;292,88;1292,44;120,91;1171,53;756,64;Televendas;Boleto 30
228;100063;03/05/2023;119;5;1;95,32;5,96;89,64;95,32;5,68;89,64;51,51;Marketplace;PIX
229;100063;03/05/2023;119;17;2;1251,77;7,94;1152,41;2503,54;198,73;2304,81;1407,04;Marketplace;PIX
230;100064;2023-05-03;103;5;4;95,32;2,54;92,90;381,28;9,70;371,58;206,04;Site;Antecipado
231;100064;2023-05-03;103;39;1;1299,96;5,17;1232,80;1299,96;67,16;1232,80;676,49;Site;Antecipado
232;100064;2023-05-03;103;31;1;604,39;7,58;558,57;604,39;45,82;558,57;303,28;Site;Antecipado
233;100065;2023-05-03;19;37;12;1133,17;10,96;1008,98;13598,04;1490,24;12107,80;7076,26;Televendas;Boleto 30
234;100065;2023-05-03;19;26;4;225,73;7,19;209,51;902,92;64,88;838,04;422,89;Televendas;Boleto 30
235;100065;03/05/2023;19;28;6;116,53;10,80;103,95;699,18;75,50;623,68;327,47;Televendas;Boleto 30
236;100066;03/05/2023;193;3;4;143,04;0,00;143,04;572,16;0,00;572,16;309,20;Vendedor Externo;PIX
237;100066;2023-05-03;193;35;6;808,52;3,68;778,78;4851,12;178,46;4672,66;2434,30;Vendedor Externo;PIX
238;100066;03/05/2023;193;8;2;323,11;10,11;290,45;646,22;65,33;580,89;378,32;Vendedor Externo;PIX
239;100066;03/05/2023;193;24;1;2050,30;0,57;2038,59;2050,30;11,71;2038,59;1516,20;Vendedor Externo;PIX
240;100066;03/05/2023;193;32;1;463,15;4,55;442,10;463,15;21,05;442,10;232,41;Vendedor Externo;PIX
241;100067;2023-05-03;112;29;24;96,25;15,28;81,55;2310,00;352,89;1957,11;1081,91;Televendas;Boleto 14
242;100067;03/05/2023;112;3;24;143,04;10,51;128,00;3432,96;360,85;3072,11;1855,21;Televendas;Boleto 14
243;100067;2023-05-03;112;33;24;537,85;14,19;461,51;12908,40;1832,09;11076,31;6477,44;Televendas;Boleto 14
244;100067;03/05/2023;112;39;48;1299,96;18,27;1062,42;62398,08;11401,77;50996,31;32471,36;Televendas;Boleto 14
245;100067;03/05/2023;112;18;24;1984,97;16,67;1654,09;47639,28;7941,21;39698,07;26774,23;Televendas;Boleto 14
246;100067;2023-05-03;112;13;60;2116,74;11,91;1864,53;127004,40;15132,47;111871,93;81112,64;Televendas;Boleto 14
247;100068;03/05/2023;65;22;6;1642,25;9,62;1484,25;9853,50;948,02;8905,48;7286,68;Marketplace;Boleto 30
248;100068;03/05/2023;65;10;4;359,05;6,66;335,15;1436,20;95,61;1340,59;840,80;Marketplace;Boleto 30
249;100068;2023-05-03;65;28;4;116,53;5,77;109,81;466,12;26,87;439,25;218,31;Marketplace;Boleto 30
250;100068;03/05/2023;65;8;12;323,11;2,86;313,86;3877,32;110,99;3766,33;2269,91;Marketplace;Boleto 30
251;100068;03/05/2023;65;24;6;2050,30;8,77;1870,44;12301,80;1079,18;11222,62;9097,17;Marketplace;Boleto 30
252;100069;03/05/2023;98;14;12;2797,54;11,72;2469,57;33570,48;3935,62;29634,86;21440,07;Televendas;Boleto 30/60/90
253;100069;03/05/2023;98;9;2;510,31;9,28;462,95;1020,62;94,72;925,90;597,51;Televendas;Boleto 30/60/90
254;100069;03/05/2023;98;19;2;536,90;9,79;484,32;1073,80;105,17;968,63;603,50;Televendas;Boleto 30/60/90
255;100069;2023-05-03;98;10;12;359,05;9,50;324,93;4308,60;409,39;3899,21;2522,41;Televendas;Boleto 30/60/90
256;100070;2023-05-03;87;22;2;1642,25;3,18;1590,00;3284,50;104,51;3179,99;2428,89;Televendas;Cartao
257;100071;03/05/2023;110;14;12;2797,54;17,63;2304,43;33570,48;5917,29;27653,19;21440,07;Televendas;PIX
258;100071;03/05/2023;110;1;12;55,03;11,79;48,54;660,36;77,83;582,53;356,84;Televendas;PIX
259;100071;03/05/2023;110;9;6;510,31;11,62;451,03;3061,86;355,68;2706,18;1792,52;Televendas;PIX
260;100071;03/05/2023;110;30;6;213,10;15,99;179,03;1278,60;204,41;1074,19;598,82;Televendas;PIX
261;100071;03/05/2023;110;6;60;358,43;16,54;299,16;21505,80;3556,18;17949,62;12590,15;Televendas;PIX
262;100071;2023-05-03;110;37;12;1133,17;10,09;1018,82;13598,04;1372,16;12225,88;7076,26;Televendas;PIX
263;100071;2023-05-03;110;7;60;439,55;15,31;372,25;26373,00;4037,77;22335,23;15439,59;Televendas;PIX
264;100071;03/05/2023;110;40;24;365,46;15,71;308,04;8771,04;1378,10;7392,94;4564,37;Televendas;PIX
265;100071;2023-05-03;110;8;48;323,11;16,06;271,20;15509,28;2491,53;13017,75;9079,64;Televendas;PIX
266;100072;03/05/2023;5;5;1;95,32;1,89;93,51;95,32;1,81;93,51;51,51;Televendas;Boleto 14
267;100072;03/05/2023;5;14;4;2797,54;6,48;2616,31;11190,16;724,91;10465,25;7146,69;Televendas;Boleto 14
268;100072;03/05/2023;5;34;2;428,50;0,00;428,50;857,00;0,00;857,00;430,05;Televendas;Boleto 14
269;100072;03/05/2023;5;25;1;1618,05;9,59;1462,83;1618,05;155,22;1462,83;1196,55;Televendas;Boleto 14
270;100073;03/05/2023;167;14;4;2797,54;3,49;2699,79;11190,16;391,01;10799,15;7146,69;Televendas;Boleto 30/60/90
271;100073;03/05/2023;167;27;2;62,40;2,89;60,60;124,80;3,60;121,20;58,45;Televendas;Boleto 30/60/90
272;100073;03/05/2023;167;10;4;359,05;4,52;342,84;1436,20;64,85;1371,35;840,80;Televendas;Boleto 30/60/90
273;100073;2023-05-03;167;3;1;143,04;7,88;131,77;143,04;11,27;131,77;77,30;Televendas;Boleto 30/60/90
274;100074;2023-05-03;33;8;1;323,11;1,57;318,03;323,11;5,08;318,03;189,16;Vendedor Externo;Boleto 14
275;100074;03/05/2023;33;29;1;96,25;2,07;94,26;96,25;1,99;94,26;45,08;Vendedor Externo;Boleto 14
276;100075;03/05/2023;149;22;2;1642,25;4,31;1571,47;3284,50;141,57;3142,93;2428,89;Marketplace;Boleto 30
277;100075;03/05/2023;149;30;1;213,10;1,26;210,42;213,10;2,68;210,42;99,80;Marketplace;Boleto 30
278;100075;03/05/2023;149;5;1;95,32;1,71;93,69;95,32;1,63;93,69;51,51;Marketplace;Boleto 30
279;100076;03/05/2023;169;18;2;1984,97;0,79;1969,23;3969,94;31,48;3938,46;2231,19;Televendas;PIX
280;100076;03/05/2023;169;36;4;1097,51;13,00;954,81;4390,04;570,80;3819,24;2284,52;Televendas;PIX
281;100076;03/05/2023;169;15;6;1930,27;7,44;1786,70;11581,62;861,40;10720,22;7396,71;Televendas;PIX
282;100077;2023-05-03;7;4;2;69,76;0,00;69,76;139,52;0,00;139,52;75,40;Televendas;Boleto 30
283;100078;03/05/2023;94;16;2;1747,20;4,13;1675,00;3494,40;144,39;3350,01;1963,92;Televendas;Boleto 30/60/90
284;100078;03/05/2023;94;18;4;1984,97;0,00;1984,97;7939,88;0,00;7939,88;4462,37;Televendas;Boleto 30/60/90
285;100078;03/05/2023;94;27;1;62,40;5,73;58,82;62,40;3,58;58,82;29,23;Televendas;Boleto 30/60/90
286;100079;2023-05-03;117;24;1;2050,30;2,02;2008,81;2050,30;41,49;2008,81;1516,20;Televendas;Boleto 30
287;100079;03/05/2023;117;4;6;69,76;3,60;67,25;418,56;15,07;403,49;226,20;Televendas;Boleto 30
288;100080;03/05/2023;52;33;48;537,85;11,85;474,12;25816,80;3059,00;22757,80;12954,88;Vendedor Externo;Boleto 14
289;100080;2023-05-03;52;18;60;1984,97;22,53;1537,66;119098,20;26838,34;92259,86;66935,57;Vendedor Externo;Boleto 14
290;100080;03/05/2023;52;4;48;69,76;16,03;58,57;3348,48;536,92;2811,56;1809,61;Vendedor Externo;Boleto 14
291;100080;03/05/2023;52;16;60;1747,20;19,61;1404,52;104832,00;20561,06;84270,94;58917,68;Vendedor Externo;Boleto 14
292;100080;03/05/2023;52;22;6;1642,25;19,49;1322,24;9853,50;1920,06;7933,44;7286,68;Vendedor Externo;Boleto 14
293;100080;03/05/2023;52;1;48;55,03;14,73;46,92;2641,44;389,12;2252,32;1427,35;Vendedor Externo;Boleto 14
294;100080;03/05/2023;52;40;12;365,46;19,18;295,38;4385,52;841,02;3544,50;2282,18;Vendedor Externo;Boleto 14
295;100081;03/05/2023;5;24;6;2050,30;4,93;1949,22;12301,80;606,50;11695,30;9097,17;Televendas;Antecipado
296;100081;03/05/2023;5;22;2;1642,25;5,98;1544,06;3284,50;196,38;3088,12;2428,89;Televendas;Antecipado
297;100081;2023-05-03;5;14;1;2797,54;9,29;2537,53;2797,54;260,01;2537,53;1786,67;Televendas;Antecipado
298;100081;03/05/2023;5;5;1;95,32;0,61;94,73;95,32;0,59;94,73;51,51;Televendas;Antecipado
299;100082;03/05/2023;48;10;6;359,05;6,39;336,10;2154,30;137,69;2016,61;1261,21;Vendedor Externo;Boleto 30/60/90
300;100082;2023-05-03;48;6;12;358,43;6,77;334,17;4301,16;291,16;4010,00;2518,03;Vendedor Externo;Boleto 30/60/90
301;100082;2023-05-03;48;8;2;323,11;6,62;301,73;646,22;42,76;603,46;378,32;Vendedor Externo;Boleto 30/60/90
302;100082;03/05/2023;48;18;4;1984,97;4,98;1886,20;7939,88;395,07;7544,81;4462,37;Vendedor Externo;Boleto 30/60/90
303;100082;03/05/2023;48;30;12;213,10;6,05;200,20;2557,20;154,83;2402,37;1197,64;Vendedor Externo;Boleto 30/60/90
304;100082;03/05/2023;48;21;2;1330,44;9,01;1210,52;2660,88;239,84;2421,04;1967,72;Vendedor Externo;Boleto 30/60/90
305;100083;03/05/2023;57;31;2;604,39;0,00;604,39;1208,78;0,00;1208,78;606,57;Televendas;Boleto 14
306;100083;2023-05-03;57;2;2;149,40;4,38;142,86;298,80;13,08;285,72;161,47;Televendas;Boleto 14
307;100084;2023-05-03;40;37;2;1133,17;5,47;1071,21;2266,34;123,93;2142,41;1179,38;Marketplace;Boleto 30/60/90
308;100084;2023-05-03;40;11;2;2101,99;9,09;1910,82;4203,98;382,34;3821,64;2684,90;Marketplace;Boleto 30/60/90
309;100085;03/05/2023;16;5;48;95,32;19,56;76,68;4575,36;894,74;3680,62;2472,44;Televendas;Boleto 30/60/90
310;100085;03/05/2023;16;37;12;1133,17;12,69;989,33;13598,04;1726,03;11872,01;7076,26;Televendas;Boleto 30/60/90
311;100085;03/05/2023;16;12;48;3017,53;16,27;2526,71;144841,44;23559,35;121282,09;92504,27;Televendas;Boleto 30/60/90
312;100085;03/05/2023;16;29;12;96,25;19,36;77,62;1155,00;223,62;931,38;540,96;Televendas;
313;100085;03/05/2023;16;10;24;359,05;18,28;293,42;8617,20;1575,09;7042,11;5044,83;Televendas;Boleto 30/60/90
314;100085;03/05/2023;16;14;12;2797,54;12,67;2443,10;33570,48;4253,25;29317,23;21440,07;Televendas;Boleto 30/60/90
315;100085;03/05/2023;16;9;24;510,31;19,57;410,42;12247,44;2397,24;9850,20;7170,07;Televendas;Boleto 30/60/90
316;100085;03/05/2023;16;15;6;1930,27;15,37;1633,58;11581,62;1780,16;9801,46;7396,71;Televendas;Boleto 30/60/90
317;100085;03/05/2023;16;23;60;2042,10;20,85;1616,36;122526,00;25544,22;96981,78;90607,85;Televendas;Boleto 30/60/90
318;100086;03/05/2023;43;14;12;2797,54;10,86;2493,69;33570,48;3646,22;29924,26;21440,07;Vendedor Externo;PIX
319;100086;03/05/2023;43;40;2;365,46;5,50;345,37;730,92;40,19;690,73;380,36;Vendedor Externo;PIX
320;100086;03/05/2023;43;2;6;149,40;9,56;135,11;896,40;85,73;810,67;484,41;Vendedor Externo;PIX
321;100086;2023-05-03;43;1;6;55,03;5,49;52,01;330,18;18,11;312,07;178,42;Vendedor Externo;PIX
322;100087;2023-05-03;42;27;2;62,40;6,91;58,09;124,80;8,62;116,18;58,45;Vendedor Externo;PIX
323;100087;2023-05-03;42;36;1;1097,51;9,45;993,83;1097,51;103,68;993,83;571,13;Vendedor Externo;PIX
324;100088;2023-05-04;131;24;1;2050,30;4,27;1962,83;2050,30;87,47;1962,83;1508,67;Site;PIX
325;100088;04/05/2023;131;3;6;143,04;4,29;136,91;858,24;36,78;821,46;461,50;Site;PIX
326;100089;2023-05-04;13;1;6;55,03;8,34;50,44;330,18;27,55;302,63;177,53;Vendedor Externo;Boleto 30
327;100089;04/05/2023;13;15;6;1930,27;5,87;1816,96;11581,62;679,85;10901,77;7360,01;Vendedor Externo;Boleto 30
328;100089;04/05/2023;13;40;4;365,46;1,84;358,75;1461,84;26,86;1434,98;756,95;Vendedor Externo;Boleto 30
329;100089;04/05/2023;13;21;1;1330,44;3,76;1280,38;1330,44;50,06;1280,38;978,98;Vendedor Externo;Boleto 30
330;100090;04/05/2023;196;17;6;1251,77;10,89;1115,43;7510,62;818,02;6692,60;4200,18;Vendedor Externo;Boleto 30/60/90
331;100090;04/05/2023;196;14;4;2797,54;7,44;2589,48;11190,16;832,24;10357,92;7111,23;Vendedor Externo;Boleto 30/60/90
332;100091;04/05/2023;82;23;4;2042,10;6,34;1912,70;8168,40;517,59;7650,81;6010,55;Televendas;Boleto 30
333;100091;04/05/2023;82;21;6;1330,44;;1312,18;7982,64;109,56;7873,08;5873,88;Televendas;Boleto 30
334;100091;04/05/2023;82;16;4;1747,20;0,24;1743,04;6988,80;16,62;6972,18;3908,36;Televendas;Boleto 30
335;100091;2023-05-04;82;29;2;96,25;3,88;92,51;192,50;7,47;185,03;89,71;Televendas;Boleto 30
336;100092;04/05/2023;100;32;60;463,15;19,27;373,92;27789,00;5353,60;22435,40;13875,54;Televendas;Boleto 30/60/90
337;100092;2023-05-04;100;25;6;1618,05;14,81;1378,39;9708,30;1437,99;8270,31;7143,66;Televendas;Boleto 30/60/90
338;100092;04/05/2023;100;17;48;1251,77;20,90;990,21;60084,96;12554,95;47530,01;33601,40;Televendas;Boleto 30/60/90
339;100092;04/05/2023;100;9;48;510,31;20,52;405,62;24494,88;5025,26;19469,62;14268,99;Televendas;Boleto 30/60/90
340;100092;04/05/2023;100;12;24;3017,53;20,45;2400,59;72420,72;14806,49;57614,23;46022,65;Televendas;Boleto 30/60/90
341;100092;2023-05-04;100;19;12;536,90;16,28;449,49;6442,80;1048,94;5393,86;3603,02;Televendas;Boleto 30/60/90
342;100092;04/05/2023;100;6;12;358,43;13,25;310,92;4301,16;570,12;3731,04;2505,54;Televendas;Boleto 30/60/90
343;100092;04/05/2023;100;30;60;213,10;14,78;181,60;12786,00;1889,75;10896,25;5958,50;Televendas;Boleto 30/60/90
344;100092;04/05/2023;100;26;24;225,73;17,57;186,07;5417,52;951,94;4465,58;2524,73;Televendas;Boleto 30/60/90
345;100092;04/05/2023;100;3;12;143,04;12,75;124,80;1716,48;218,89;1497,59;923,00;Televendas;Boleto 30/60/90
346;100092;04/05/2023;100;39;6;1299,96;19,06;1052,14;7799,76;1486,93;6312,83;4038,78;Televendas;Boleto 30/60/90
347;100092;04/05/2023;100;22;12;1642,25;21,15;1294,84;19707,00;4168,93;15538,07;14501,05;Televendas;Boleto 30/60/90
348;100093;04/05/2023;130;2;1;149,40;3,40;144,33;149,40;5,07;144,33;80,33;Vendedor Externo;Boleto 30
349;100093;04/05/2023;130;36;2;1097,51;0,00;1097,51;2195,02;0,00;2195,02;1136,59;Vendedor Externo;Boleto 30
350;100093;2023-05-04;130;23;1;2042,10;0,00;2042,10;2042,10;0,00;2042,10;1502,64;Vendedor Externo;Boleto 30
351;100094;04/05/2023;20;24;6;2050,30;4,49;1958,31;12301,80;551,96;11749,84;9052,03;Vendedor Externo;Boleto 30/60/90
352;100094;04/05/2023;20;27;6;62,40;13,20;54,16;374,40;49,42;324,98;174,48;Vendedor Externo;Boleto 30/60/90
353;100094;04/05/2023;20;31;6;604,39;5,62;570,43;3626,34;203,79;3422,55;1810,67;Vendedor Externo;Boleto 30/60/90
354;100095;04/05/2023;177;5;2;95,32;8,28;87,42;190,64;15,79;174,85;102,51;Vendedor Externo;Boleto 30/60/90
355;100096;2023-05-04;49;32;60;463,15;19,61;372,32;27789,00;5449,52;22339,48;13875,54;Site;Boleto 30
356;100096;04/05/2023;49;23;24;2042,10;17,68;1681,13;49010,40;8663,29;40347,11;36063,32;Site;Boleto 30
357;100096;2023-05-04;49;28;60;116,53;19,36;93,97;6991,80;1353,55;5638,25;3258,42;Site;Boleto 30
358;100096;04/05/2023;49;15;24;1930,27;14,45;1651,42;46326,48;6692,37;39634,11;29440,05;Site;Boleto 30
359;100097;04/05/2023;106;36;1;1097,51;0,00;1097,51;1097,51;0,00;1097,51;568,30;Televendas;Boleto 30
360;100097;04/05/2023;106;18;2;1984,97;1,00;1965,20;3969,94;39,54;3930,40;2220,12;Televendas;Boleto 30
361;100097;04/05/2023;106;31;2;604,39;4,42;577,66;1208,78;53,45;1155,33;603,56;Televendas;Boleto 30
362;100098;2023-05-04;181;19;1;536,90;3,64;517,36;536,90;19,54;517,36;300,25;Televendas;Boleto 30/60/90
363;100099;2023-05-04;181;12;1;3017,53;0,00;3017,53;3017,53;0,00;3017,53;1917,61;Televendas;Boleto 30/60/90
364;100099;04/05/2023;181;14;2;2797,54;4,92;2659,90;5595,08;275,28;5319,80;3555,62;Televendas;Boleto 30/60/90
365;100099;2023-05-04;181;29;1;96,25;4,73;91,69;96,25;4,56;91,69;44,86;Televendas;Boleto 30/60/90
366;100100;04/05/2023;136;27;2;62,40;5,36;59,06;124,80;6,69;118,11;58,16;Vendedor Externo;Boleto 30/60/90
367;100100;2023-05-04;136;8;6;323,11;2,84;313,93;1938,66;55,07;1883,59;1129,32;Vendedor Externo;Boleto 30/60/90
368;100100;04/05/2023;136;7;2;439,55;10,02;395,51;879,10;88,08;791,02;512,10;Vendedor Externo;Boleto 30/60/90
369;100101;04/05/2023;140;11;2;2101,99;4,99;1997,09;4203,98;209,80;3994,18;2671,58;Vendedor Externo;PIX
370;100102;04/05/2023;17;7;4;439,55;6,05;412,98;1758,20;106,29;1651,91;1024,20;Televendas;Boleto 30/60/90
371;100103;04/05/2023;108;38;4;1288,45;3,11;1248,35;5153,80;160,39;4993,41;2668,68;Televendas;Boleto 30/60/90
372;100103;04/05/2023;108;23;1;2042,10;1,93;2002,70;2042,10;39,40;2002,70;1502,64;Televendas;Boleto 30/60/90
373;100103;2023-05-04;108;10;1;359,05;2,17;351,26;359,05;7,79;351,26;209,16;Televendas;Boleto 30/60/90
374;100103;04/05/2023;108;29;2;96,25;0,00;96,25;192,50;0,00;192,50;89,71;Televendas;
375;100104;04/05/2023;25;4;1;69,76;;65,92;69,76;3,84;65,92;37,51;Site;Antecipado
376;100105;2023-05-04;134;18;1;1984,97;;1870,17;1984,97;114,80;1870,17;1110,06;Marketplace;Cartao
377;100105;2023-05-04;134;7;1;439,55;4,23;420,97;439,55;18,58;420,97;256,05;Marketplace;Cartao
378;100106;04/05/2023;127;25;2;1618,05;0,00;1618,05;3236,10;0,00;3236,10;2381,22;Televendas;PIX
379;100106;2023-05-04;127;6;2;358,43;12,78;312,61;716,86;91,65;625,21;417,59;Televendas;PIX
380;100106;04/05/2023;127;5;4;95,32;1,45;93,93;381,28;5,55;375,73;205,01;Televendas;PIX
381;100106;04/05/2023;127;18;6;1984,97;4,52;1895,18;11909,82;538,73;11371,09;6660,35;Televendas;PIX
382;100107;04/05/2023;199;40;2;365,46;4,18;350,18;730,92;30,57;700,35;378,48;Marketplace;Boleto 30/60/90
383;100107;2023-05-04;199;33;2;537,85;0,00;537,85;1075,70;0,00;1075,70;537,11;Marketplace;Boleto 30/60/90
384;100107;04/05/2023;199;26;2;225,73;0,00;225,73;451,46;0,00;451,46;210,39;Marketplace;Boleto 30/60/90
385;100108;04/05/2023;60;25;2;1618,05;12,69;1412,67;3236,10;410,77;2825,33;2381,22;Televendas;Boleto 30/60/90
386;100108;2023-05-04;60;26;2;225,73;12,55;197,40;451,46;56,65;394,81;210,39;Televendas;Boleto 30/60/90
387;100108;04/05/2023;60;15;4;1930,27;12,64;1686,19;7721,08;976,33;6744,75;4906,68;Televendas;Boleto 30/60/90
388;100108;2023-05-04;60;33;12;537,85;4,27;514,88;6454,20;275,65;6178,55;3222,65;Televendas;Boleto 30/60/90
389;100108;04/05/2023;60;28;2;116,53;5,32;110,33;233,06;12,40;220,66;108,61;Televendas;Boleto 30/60/90
390;100109;04/05/2023;58;37;2;1133,17;7,04;1053,35;2266,34;159,65;2106,69;1173,53;Site;Cartao
391;100109;2023-05-04;58;13;1;2116,74;2,47;2064,52;2116,74;52,22;2064,52;1345,17;Site;Cartao
392;100109;04/05/2023;58;19;1;536,90;0,00;536,90;536,90;0,00;536,90;300,25;Site;Cartao
393;100110;04/05/2023;183;32;2;463,15;2,10;453,43;926,30;19,44;906,86;462,52;Televendas;PIX
394;100110;04/05/2023;183;11;2;2101,99;0,10;2099,82;4203,98;4,34;4199,64;2671,58;Televendas;PIX
395;100110;2023-05-04;183;15;1;1930,27;7,91;1777,54;1930,27;152,73;1777,54;1226,67;Televendas;PIX
396;100111;04/05/2023;73;3;6;143,04;9,26;129,79;858,24;79,49;778,75;461,50;Vendedor Externo;Antecipado
397;100111;04/05/2023;73;15;6;1930,27;5,27;1828,62;11581,62;609,89;10971,73;7360,01;Vendedor Externo;Antecipado
398;100111;04/05/2023;73;22;1;1642,25;12,22;1441,61;1642,25;200,64;1441,61;1208,42;Vendedor Externo;Antecipado
399;100111;04/05/2023;73;20;1;2207,01;7,56;2040,26;2207,01;166,75;2040,26;1234,23;Vendedor Externo;Antecipado
400;100112;04/05/2023;22;22;1;1642,25;0,00;1642,25;1642,25;0,00;1642,25;1208,42;Televendas;Cartao
401;100112;04/05/2023;22;13;2;2116,74;0,00;2116,74;4233,48;0,00;4233,48;2690,34;Televendas;Cartao
402;100112;04/05/2023;22;19;1;536,90;1,50;528,86;536,90;8,04;528,86;300,25;Televendas;Cartao
403;100112;2023-05-04;22;23;1;2042,10;5,97;1920,12;2042,10;121,98;1920,12;1502,64;Televendas;Cartao
404;100113;05/05/2023;123;9;1;510,31;2,67;496,70;510,31;13,61;496,70;296,26;Site;Boleto 30
405;100113;05/05/2023;123;15;2;1930,27;7,08;1793,51;3860,54;273,51;3587,03;2444,97;Site;Boleto 30
406;100113;05/05/2023;123;34;6;428,50;8,71;391,16;2571,00;224,04;2346,96;1279,36;Site;Boleto 30
407;100113;2023-05-05;123;35;1;808,52;4,63;771,11;808,52;37,41;771,11;402,33;Site;Boleto 30
408;100113;05/05/2023;123;4;2;69,76;5,64;65,83;139,52;7,86;131,66;74,77;Site;Boleto 30
409;100114;05/05/2023;154;32;2;463,15;2,57;451,27;926,30;23,77;902,53;460,94;Televendas;Boleto 30
410;100114;05/05/2023;154;23;2;2042,10;0,00;2042,10;4084,20;0,00;4084,20;2995,03;Televendas;Boleto 30
411;100115;2023-05-05;190;9;2;510,31;2,17;499,25;1020,62;22,12;998,50;592,51;Televendas;Cartao
412;100116;05/05/2023;42;39;4;1299,96;4,39;1242,90;5199,84;228,23;4971,61;2683,34;Vendedor Externo;Antecipado
413;100116;05/05/2023;42;14;1;2797,54;3,42;2701,78;2797,54;95,76;2701,78;1771,74;Vendedor Externo;Antecipado
414;100116;05/05/2023;42;11;6;2101,99;3,56;2027,19;12611,94;448,81;12163,13;7987,41;Vendedor Externo;Antecipado
415;100116;2023-05-05;42;18;2;1984,97;8,10;1824,18;3969,94;321,57;3648,37;2212,54;Vendedor Externo;Antecipado
416;100117;05/05/2023;101;28;6;116,53;18,04;95,51;699,18;126,15;573,03;324,73;Vendedor Externo;PIX
417;100117;05/05/2023;101;4;24;69,76;14,41;59,71;1674,24;241,27;1432,97;897,25;Vendedor Externo;PIX
418;100117;05/05/2023;101;32;48;463,15;13,54;400,43;22231,20;3010,66;19220,54;11062,57;Vendedor Externo;PIX
419;100117;05/05/2023;101;25;60;1618,05;16,30;1354,23;97083,00;15828,95;81254,05;71192,93;Vendedor Externo;PIX
420;100117;05/05/2023;101;35;6;808,52;12,59;706,73;4851,12;610,75;4240,37;2413,96;Vendedor Externo;PIX
421;100117;2023-05-05;101;24;60;2050,30;15,89;1724,59;123018,00;19542,54;103475,46;90211,62;Vendedor Externo;PIX
422;100117;05/05/2023;101;22;60;1642,25;18,62;1336,44;98535,00;18348,49;80186,51;72257,98;Vendedor Externo;PIX
423;100117;2023-05-05;101;23;12;2042,10;17,89;1676,67;24505,20;4385,14;20120,06;17970,16;Vendedor Externo;PIX
424;100117;05/05/2023;101;29;48;96,25;15,23;81,59;4620,00;703,80;3916,20;2145,74;Vendedor Externo;PIX
425;100118;2023-05-05;185;17;2;1251,77;3,60;1206,70;2503,54;90,14;2413,40;1395,28;Televendas;Boleto 30/60/90
426;100118;05/05/2023;185;16;1;1747,20;1,50;1720,98;1747,20;26,22;1720,98;973,76;Televendas;Boleto 30/60/90
427;100118;2023-05-05;185;19;1;536,90;6,38;502,63;536,90;34,27;502,63;299,23;Televendas;Boleto 30/60/90
428;100118;2023-05-05;185;24;2;2050,30;5,28;1942,10;4100,60;216,39;3884,21;3007,05;Televendas;Boleto 30/60/90
429;100118;05/05/2023;185;20;1;2207,01;3,86;2121,86;2207,01;85,15;2121,86;1230,02;Televendas;Boleto 30/60/90
430;100119;2023-05-05;181;7;4;439,55;6,40;411,41;1758,20;112,55;1645,65;1020,71;Site;Boleto 30/60/90
431;100119;05/05/2023;181;24;2;2050,30;2,87;1991,42;4100,60;117,75;3982,85;3007,05;Site;Boleto 30/60/90
432;100120;2023-05-05;181;16;1;1747,20;1,34;1723,73;1747,20;23,47;1723,73;973,76;Vendedor Externo;Boleto 30
433;100120;2023-05-05;181;37;2;1133,17;9,29;1027,89;2266,34;210,55;2055,79;1169,52;Vendedor Externo;Boleto 30
434;100120;05/05/2023;181;25;1;1618,05;0,00;1618,05;1618,05;0,00;1618,05;1186,55;Vendedor Externo;Boleto 30
435;100121;05/05/2023;141;3;2;143,04;11,33;126,83;286,08;32,42;253,66;153,31;Site;Boleto 14
436;100121;05/05/2023;141;6;4;358,43;1,80;351,98;1433,72;25,79;1407,93;832,33;Site;Boleto 14
437;100121;2023-05-05;141;25;2;1618,05;6,66;1510,28;3236,10;215,54;3020,56;2373,10;Site;Boleto 14
